State,Crop,Year,Rainfall,Temperature,Area,Production
Uttar Pradesh,Soybean,2019,162,23,1863,2385
Maharashtra,Sugarcane,2015,222,35,1126,2845
Karnataka,Sugarcane,2015,110,27,537,592
Maharashtra,Soybean,2020,73,28,738,499
Bihar,Maize,2017,84,22,1147,1005
Bihar,Bajra,2016,124,32,645,1197
Rajasthan,Bajra,2022,181,20,720,856
Madhya Pradesh,Sugarcane,2022,236,28,817,2412
Karnataka,Rice,2018,100,21,836,725
Punjab,Sugarcane,2016,199,28,550,1234
Uttar Pradesh,Sugarcane,2018,202,23,863,1435
Haryana,Soybean,2018,195,26,1623,3050
Maharashtra,Wheat,2016,129,29,1981,2441
Bihar,Rice,2017,198,20,582,969
Bihar,Bajra,2019,111,26,1488,1792
Gujarat,Maize,2018,240,27,1869,4808
Maharashtra,Soybean,2016,84,21,1717,1392
Haryana,Soybean,2022,245,34,1572,4443
Uttar Pradesh,Bajra,2016,160,22,1505,2526
Punjab,Maize,2019,132,30,1134,2080
Bihar,Bajra,2017,163,27,856,1581
Maharashtra,Wheat,2023,167,24,668,1193
Karnataka,Sugarcane,2018,194,27,1910,4318
Gujarat,Rice,2021,105,33,1017,1665
Punjab,Maize,2021,228,25,1614,3301
Rajasthan,Sugarcane,2018,132,23,1798,1931
Maharashtra,Wheat,2022,216,21,1667,3067
Rajasthan,Sugarcane,2021,206,24,1212,2669
Rajasthan,Bajra,2022,111,24,1164,1066
Haryana,Soybean,2020,181,21,1867,2279
Punjab,Bajra,2016,247,32,1013,2959
Punjab,Soybean,2020,137,26,708,1112
Rajasthan,Rice,2015,73,26,1134,748
Haryana,Maize,2018,119,35,897,1560
Punjab,Soybean,2023,116,20,1799,1823
Tamil Nadu,Wheat,2023,107,25,1740,1732
Tamil Nadu,Bajra,2017,192,34,855,1932
Maharashtra,Soybean,2019,157,22,1942,2934
Haryana,Soybean,2015,114,29,1663,2251
Rajasthan,Bajra,2016,205,34,1253,2976
Madhya Pradesh,Rice,2019,96,20,984,801
Karnataka,Rice,2019,129,27,1196,1390
Haryana,Wheat,2022,82,26,692,475
Uttar Pradesh,Soybean,2015,79,34,1103,1026
Haryana,Bajra,2022,229,20,789,1483
Uttar Pradesh,Rice,2017,129,29,1478,2388
Uttar Pradesh,Maize,2018,182,31,1322,3404
Tamil Nadu,Sugarcane,2015,102,35,954,1141
Tamil Nadu,Wheat,2019,217,30,1873,5261
Bihar,Rice,2022,142,26,556,838
Madhya Pradesh,Rice,2019,95,20,864,744
Bihar,Maize,2023,131,22,1321,1797
Madhya Pradesh,Maize,2022,130,24,1714,2319
Tamil Nadu,Bajra,2019,220,35,1260,4511
Uttar Pradesh,Soybean,2016,116,29,1007,1295
Haryana,Wheat,2019,226,24,1674,3390
Rajasthan,Soybean,2016,184,29,1586,3057
Gujarat,Maize,2021,104,27,1796,2167
Gujarat,Bajra,2015,81,24,1529,1248
Bihar,Bajra,2018,171,32,1970,3841
Tamil Nadu,Wheat,2016,167,25,1842,2815
Tamil Nadu,Maize,2016,245,29,756,2449
Tamil Nadu,Wheat,2021,80,23,1586,989
Bihar,Wheat,2016,187,33,1416,3485
Karnataka,Sugarcane,2022,160,21,1459,1873
Gujarat,Wheat,2017,238,28,1064,2697
Gujarat,Sugarcane,2016,208,29,704,1717
Madhya Pradesh,Bajra,2023,160,28,1540,2389
Bihar,Bajra,2017,88,26,834,770
Tamil Nadu,Bajra,2017,132,28,1281,1903
Rajasthan,Wheat,2017,96,26,1423,1237
Maharashtra,Bajra,2021,81,23,895,679
Rajasthan,Wheat,2016,243,24,578,1273
Gujarat,Soybean,2016,87,32,1423,1674
Tamil Nadu,Sugarcane,2019,76,35,833,1005
Rajasthan,Wheat,2019,221,24,1670,3205
Karnataka,Wheat,2020,218,35,1258,4079
Tamil Nadu,Sugarcane,2022,173,31,933,2222
Madhya Pradesh,Sugarcane,2023,244,34,526,1797
Karnataka,Bajra,2019,111,31,1737,2222
Rajasthan,Maize,2023,231,35,937,2603
Gujarat,Maize,2020,144,28,1169,1895
Punjab,Rice,2022,138,32,774,1511
Madhya Pradesh,Sugarcane,2015,122,29,1743,2591
Maharashtra,Soybean,2015,225,30,920,2557
Tamil Nadu,Wheat,2020,125,31,882,1103
Haryana,Rice,2021,179,23,906,1783
Bihar,Soybean,2016,214,31,804,1944
Gujarat,Soybean,2023,81,35,1634,2115
Madhya Pradesh,Maize,2023,245,31,1860,6725
Rajasthan,Sugarcane,2023,87,30,1704,1454
Rajasthan,Rice,2017,222,31,1957,5810
Uttar Pradesh,Rice,2020,215,24,616,1163
Punjab,Soybean,2020,85,33,1083,1034
Tamil Nadu,Bajra,2023,122,28,1134,1372
Uttar Pradesh,Wheat,2023,120,26,744,960
Karnataka,Soybean,2018,220,24,1162,2894
Bihar,Soybean,2020,124,25,827,1177
Gujarat,Soybean,2021,228,21,1838,3051
Bihar,Soybean,2015,90,21,1125,933
Rajasthan,Soybean,2015,191,22,976,1421
Gujarat,Rice,2021,243,31,1202,3767
Haryana,Soybean,2018,76,31,557,495
Gujarat,Maize,2023,245,21,1858,3444
Uttar Pradesh,Rice,2023,160,34,1373,2695
Gujarat,Sugarcane,2023,112,33,669,875
Rajasthan,Bajra,2015,202,28,1617,3106
Punjab,Rice,2020,140,31,1786,2884
Karnataka,Bajra,2019,80,30,1994,2140
Uttar Pradesh,Soybean,2016,191,21,1988,3656
Gujarat,Sugarcane,2020,208,28,1743,3259
Tamil Nadu,Sugarcane,2022,214,34,1491,3956
Punjab,Maize,2017,97,20,1317,912
Haryana,Bajra,2020,201,22,1331,2606
Maharashtra,Rice,2018,215,26,1305,2517
Gujarat,Sugarcane,2017,220,22,1492,3100
Uttar Pradesh,Soybean,2015,208,25,1008,2119
Uttar Pradesh,Bajra,2015,76,21,1235,766
Madhya Pradesh,Soybean,2015,161,31,1265,2783
Bihar,Wheat,2016,223,35,1988,6525
Karnataka,Sugarcane,2018,133,22,640,731
Tamil Nadu,Wheat,2019,156,23,1189,1667
Rajasthan,Soybean,2020,182,25,1363,2364
Madhya Pradesh,Soybean,2017,166,26,933,1816
Tamil Nadu,Rice,2015,185,24,1855,3842
Haryana,Bajra,2020,82,29,658,736
Tamil Nadu,Rice,2015,209,20,1792,3506
Maharashtra,Sugarcane,2022,188,20,600,771
Punjab,Wheat,2017,111,29,1650,1834
Maharashtra,Bajra,2023,128,28,1190,1796
Tamil Nadu,Bajra,2015,75,21,918,584
Gujarat,Bajra,2017,194,31,1892,5076
Maharashtra,Maize,2018,186,29,993,1920
Tamil Nadu,Rice,2016,194,20,1125,1462
Maharashtra,Sugarcane,2020,144,27,1780,2376
Haryana,Wheat,2015,175,24,622,1187
Rajasthan,Sugarcane,2016,106,35,1293,1832
Punjab,Rice,2017,141,29,987,1793
Madhya Pradesh,Sugarcane,2019,223,27,1597,3658
Maharashtra,Bajra,2020,203,25,1532,2731
Haryana,Wheat,2022,114,30,877,1403
Uttar Pradesh,Soybean,2023,86,21,1320,1016
Bihar,Wheat,2021,111,32,1917,2332
Gujarat,Bajra,2023,82,35,755,822
Gujarat,Bajra,2018,195,24,627,1203
Gujarat,Sugarcane,2022,242,28,1862,5041
Karnataka,Soybean,2020,99,28,1879,2321
Madhya Pradesh,Sugarcane,2016,216,22,509,838
Uttar Pradesh,Sugarcane,2022,161,33,1404,3448
Haryana,Maize,2020,142,28,855,1475
Uttar Pradesh,Sugarcane,2023,187,22,532,922
Haryana,Wheat,2021,162,32,1184,2344
Maharashtra,Rice,2022,116,21,1650,1497
Karnataka,Rice,2016,230,31,876,2123
Uttar Pradesh,Maize,2021,134,28,1228,1727
Madhya Pradesh,Soybean,2022,228,33,1375,3398
Maharashtra,Bajra,2023,119,25,1691,1954
Haryana,Sugarcane,2023,113,25,813,1091
Punjab,Soybean,2020,198,30,1836,4100
Rajasthan,Sugarcane,2015,126,35,1995,3145
Karnataka,Rice,2021,168,24,1465,2646
Uttar Pradesh,Wheat,2023,142,34,1946,3412
Uttar Pradesh,Bajra,2021,238,28,739,1671
Maharashtra,Soybean,2020,160,34,522,1006
Karnataka,Maize,2018,118,28,1951,2669
Rajasthan,Rice,2016,116,31,1567,2109
Bihar,Bajra,2018,128,26,1378,2079
Maharashtra,Rice,2016,184,27,1953,3424
Madhya Pradesh,Maize,2021,244,32,942,3343
Uttar Pradesh,Soybean,2019,145,33,546,901
Uttar Pradesh,Soybean,2018,135,21,673,739
Maharashtra,Bajra,2017,83,35,1666,1810
Punjab,Maize,2017,209,23,1558,3402
Tamil Nadu,Bajra,2020,213,30,1187,3314
Punjab,Bajra,2020,125,26,1941,2650
Maharashtra,Maize,2016,246,27,1421,3023
Punjab,Soybean,2023,80,31,1636,1329
Haryana,Rice,2021,225,28,609,1828
Rajasthan,Sugarcane,2017,133,30,743,1097
Maharashtra,Wheat,2016,214,24,741,1660
Gujarat,Maize,2019,108,23,1789,1826
Haryana,Wheat,2023,86,21,1019,847
Bihar,Wheat,2016,239,25,684,1330
Maharashtra,Wheat,2021,103,20,1150,1128
Bihar,Wheat,2017,86,27,1730,1801
Tamil Nadu,Soybean,2021,104,33,1266,1882
Uttar Pradesh,Rice,2015,199,31,697,1727
Maharashtra,Rice,2015,155,35,1835,3342
Gujarat,Soybean,2016,182,28,1497,2950
Haryana,Sugarcane,2017,155,35,620,1548
Madhya Pradesh,Maize,2022,182,24,1182,1893
Karnataka,Wheat,2019,117,20,791,694
Tamil Nadu,Maize,2020,211,23,532,1231
Gujarat,Bajra,2019,177,31,1361,3220
Haryana,Soybean,2021,72,25,1490,1180
Haryana,Bajra,2015,217,23,1583,3290
Madhya Pradesh,Maize,2016,144,30,1779,3174
Rajasthan,Sugarcane,2022,236,28,1354,3769
Rajasthan,Rice,2015,180,34,1684,4541
Gujarat,Maize,2022,155,23,1569,2012
Tamil Nadu,Bajra,2016,188,32,1276,3668
Karnataka,Sugarcane,2016,163,31,1714,3724
Uttar Pradesh,Soybean,2016,225,35,1804,5594
Maharashtra,Maize,2019,155,23,1851,2897
Rajasthan,Bajra,2023,235,33,1862,6643
Uttar Pradesh,Soybean,2019,79,26,1783,1373
Haryana,Rice,2016,162,23,1634,2005
Maharashtra,Maize,2023,163,32,812,1645
Karnataka,Rice,2021,185,26,961,1591
Uttar Pradesh,Wheat,2019,108,25,1983,2532
Madhya Pradesh,Bajra,2021,164,26,1308,2073
Tamil Nadu,Sugarcane,2016,214,34,1459,3817
Punjab,Sugarcane,2021,84,34,504,665
Rajasthan,Soybean,2019,124,21,594,528
Gujarat,Bajra,2018,250,23,1196,3182
Gujarat,Soybean,2019,167,28,1917,3390
Bihar,Maize,2019,107,20,546,534
Maharashtra,Maize,2022,90,32,729,898
Rajasthan,Bajra,2016,188,29,1191,2807
Gujarat,Sugarcane,2022,124,26,790,1095
Haryana,Sugarcane,2021,230,26,1973,5364
Uttar Pradesh,Soybean,2023,200,28,1412,2636
Punjab,Soybean,2017,131,25,853,916
Gujarat,Bajra,2018,195,34,763,1644
Madhya Pradesh,Maize,2022,131,26,1924,2236
Madhya Pradesh,Maize,2021,226,20,1207,1803
Punjab,Wheat,2021,131,31,1290,2013
Uttar Pradesh,Sugarcane,2020,137,21,1001,976
Punjab,Maize,2020,169,24,1457,2495
Punjab,Wheat,2018,178,25,1228,2457
Punjab,Rice,2020,160,34,1286,2362
Karnataka,Soybean,2019,108,32,1806,2141
Karnataka,Sugarcane,2018,138,35,1593,3563
Tamil Nadu,Wheat,2016,188,21,516,711
Uttar Pradesh,Rice,2020,84,26,888,792
Haryana,Sugarcane,2019,179,29,1638,2839
Madhya Pradesh,Soybean,2016,230,25,1736,3753
Madhya Pradesh,Rice,2017,118,22,843,802
Uttar Pradesh,Maize,2020,104,33,1732,2295
Gujarat,Maize,2022,115,21,1529,1765
Gujarat,Sugarcane,2022,73,27,1544,1076
Tamil Nadu,Soybean,2019,166,20,1917,3054
Rajasthan,Sugarcane,2020,206,26,1199,2922
Tamil Nadu,Wheat,2023,186,32,1001,2437
Punjab,Sugarcane,2022,136,29,1126,1966
Rajasthan,Rice,2023,172,21,901,1223
Punjab,Bajra,2021,234,28,1465,3180
Bihar,Maize,2022,220,22,933,2157
Tamil Nadu,Soybean,2016,248,34,1955,7228
Maharashtra,Maize,2021,75,31,1316,1292
Maharashtra,Rice,2021,85,22,1108,867
Maharashtra,Sugarcane,2015,221,26,1144,2490
Tamil Nadu,Soybean,2017,211,22,1140,2504
Karnataka,Rice,2020,143,30,799,1251
Rajasthan,Maize,2016,185,28,895,1698
Uttar Pradesh,Soybean,2022,84,22,1631,1052
Karnataka,Sugarcane,2023,147,25,1010,1557
Gujarat,Soybean,2015,217,20,1506,2733
Tamil Nadu,Sugarcane,2021,237,28,978,2343
Uttar Pradesh,Wheat,2019,139,35,1659,3664
Punjab,Sugarcane,2020,242,32,1772,6084
Rajasthan,Rice,2022,168,34,1584,3165
Tamil Nadu,Soybean,2019,141,28,1080,1405
Rajasthan,Bajra,2018,108,30,1539,1667
Karnataka,Soybean,2023,247,32,733,2374
Rajasthan,Soybean,2018,187,23,725,1372
Tamil Nadu,Rice,2016,176,22,1626,2337
Madhya Pradesh,Soybean,2022,244,26,1672,4210
Rajasthan,Wheat,2017,154,35,1492,3354
Rajasthan,Rice,2023,131,33,1062,1542
Maharashtra,Bajra,2015,113,32,1465,2396
Madhya Pradesh,Maize,2018,145,35,1144,2043
Tamil Nadu,Bajra,2022,73,26,1073,653
Uttar Pradesh,Sugarcane,2016,198,24,1741,3745
Rajasthan,Wheat,2020,166,31,1005,2161
Karnataka,Wheat,2019,175,33,1310,2991
Gujarat,Sugarcane,2022,246,26,1329,3659
Madhya Pradesh,Maize,2022,240,20,1440,3180
Maharashtra,Sugarcane,2021,250,32,1746,4534
Haryana,Maize,2020,155,23,1207,1978
Madhya Pradesh,Maize,2019,180,29,1386,3141
Tamil Nadu,Rice,2017,76,29,1415,1151
Tamil Nadu,Wheat,2017,75,32,1973,2158
Haryana,Rice,2017,159,30,673,1117
Punjab,Rice,2021,74,22,1059,687
Bihar,Rice,2021,72,24,889,557
Bihar,Soybean,2018,217,24,1108,1995
Punjab,Rice,2016,174,31,1002,2585
Maharashtra,Sugarcane,2021,122,31,1956,3048
Madhya Pradesh,Bajra,2021,114,20,953,787
Uttar Pradesh,Wheat,2019,157,34,1643,2934
Maharashtra,Soybean,2015,235,34,1990,7509
Maharashtra,Maize,2021,249,27,754,2056
Punjab,Soybean,2021,108,30,1191,1646
Bihar,Maize,2021,233,29,1948,5546
Gujarat,Rice,2023,191,28,1544,3711
Karnataka,Rice,2021,93,33,885,1095
Punjab,Soybean,2016,236,28,1905,4766
Bihar,Bajra,2015,121,24,978,1049
Maharashtra,Wheat,2020,110,25,1020,1302
Maharashtra,Bajra,2019,115,20,1925,1567
Haryana,Bajra,2017,104,30,526,688
Maharashtra,Rice,2023,144,25,1158,1929
Uttar Pradesh,Maize,2023,118,20,1178,970
Madhya Pradesh,Soybean,2018,206,35,1506,4989
Punjab,Wheat,2023,249,24,1160,3088
Maharashtra,Rice,2022,113,30,1617,2236
Bihar,Soybean,2015,74,28,1235,863
Gujarat,Soybean,2022,193,20,1642,2847
Punjab,Wheat,2018,248,23,549,1213
Gujarat,Soybean,2018,199,33,1035,3221
Tamil Nadu,Wheat,2019,239,22,1072,1812
Haryana,Wheat,2020,126,29,1546,2455
Punjab,Bajra,2015,125,28,1312,1505
Madhya Pradesh,Sugarcane,2017,246,32,1599,5219
Tamil Nadu,Rice,2015,240,28,1107,2991
Uttar Pradesh,Maize,2023,222,32,1596,4756
Madhya Pradesh,Wheat,2020,84,26,1575,1514
Rajasthan,Wheat,2023,176,32,505,1201
Punjab,Rice,2019,99,25,1567,1835
Maharashtra,Soybean,2022,248,21,1085,2623
Haryana,Bajra,2015,116,25,1719,2285
Punjab,Wheat,2017,175,28,1616,2772
Tamil Nadu,Rice,2023,158,33,1352,2411
Uttar Pradesh,Soybean,2021,168,23,1781,2648
Madhya Pradesh,Wheat,2021,147,26,804,1201
Karnataka,Soybean,2023,163,24,1843,3053
Tamil Nadu,Maize,2021,175,26,1324,2228
Gujarat,Rice,2017,209,22,980,1528
Uttar Pradesh,Maize,2015,150,31,1877,4049
Maharashtra,Bajra,2018,231,25,867,2127
Bihar,Rice,2015,92,24,1055,969
Bihar,Sugarcane,2022,75,23,1891,1290
Karnataka,Sugarcane,2023,217,33,1118,3704
Gujarat,Sugarcane,2021,71,31,1665,1482
Haryana,Soybean,2016,195,26,817,1668
Uttar Pradesh,Soybean,2015,116,30,1196,1742
Uttar Pradesh,Sugarcane,2020,240,20,1742,2796
Tamil Nadu,Maize,2023,119,29,1547,2388
Rajasthan,Maize,2020,155,27,718,1190
Haryana,Wheat,2015,170,29,1291,2222
Tamil Nadu,Bajra,2019,117,27,1337,1456
Maharashtra,Maize,2016,173,34,541,1178
Karnataka,Bajra,2018,72,30,523,366
Uttar Pradesh,Maize,2023,187,27,1582,2696
Uttar Pradesh,Maize,2019,76,23,1300,861
Bihar,Soybean,2021,141,23,837,1281
Tamil Nadu,Bajra,2015,106,31,1718,2440
Uttar Pradesh,Bajra,2019,111,33,1882,2436
Haryana,Maize,2023,80,31,1707,1706
Uttar Pradesh,Bajra,2015,164,35,1770,3642
Bihar,Bajra,2018,182,32,1696,4033
Karnataka,Sugarcane,2018,146,27,972,1415
Maharashtra,Sugarcane,2023,210,35,903,2876
Haryana,Wheat,2015,81,20,1662,1047
Rajasthan,Wheat,2020,82,23,693,469
Punjab,Wheat,2018,84,24,621,573
Gujarat,Soybean,2018,93,28,1359,1568
Haryana,Sugarcane,2019,112,27,529,654
Gujarat,Sugarcane,2016,140,30,1052,1601
Punjab,Wheat,2019,182,24,921,1558
Rajasthan,Sugarcane,2018,90,20,1706,1039
Rajasthan,Wheat,2020,185,25,1123,2064
Tamil Nadu,Sugarcane,2020,118,24,1517,1497
Uttar Pradesh,Maize,2017,239,35,1763,6067
Bihar,Rice,2021,160,25,1933,2756
Tamil Nadu,Soybean,2015,141,33,777,1399
Gujarat,Sugarcane,2021,250,33,784,2140
Maharashtra,Rice,2016,239,32,1311,4643
Karnataka,Soybean,2021,216,26,926,1891
Uttar Pradesh,Rice,2015,229,32,1189,4025
Rajasthan,Sugarcane,2017,174,33,1590,2923
Madhya Pradesh,Maize,2019,135,27,1212,1718
Uttar Pradesh,Maize,2016,143,34,755,1414
Rajasthan,Sugarcane,2018,114,29,1342,1466
Bihar,Wheat,2017,199,25,1719,3115
Tamil Nadu,Maize,2016,143,24,1195,1760
Punjab,Maize,2020,92,24,1302,1023
Bihar,Rice,2021,198,24,589,1239
Gujarat,Maize,2016,164,27,1987,4027
Maharashtra,Bajra,2015,92,33,736,855
Madhya Pradesh,Rice,2022,150,27,1146,1732
Haryana,Rice,2017,184,22,1020,1617
Madhya Pradesh,Sugarcane,2021,105,23,1485,1267
Maharashtra,Rice,2019,98,23,1836,1964
Tamil Nadu,Rice,2023,169,34,811,1622
Madhya Pradesh,Bajra,2019,79,33,567,561
Rajasthan,Maize,2022,142,28,1064,1660
Maharashtra,Wheat,2016,118,33,1129,1660
Karnataka,Rice,2023,121,21,1600,1763
Haryana,Sugarcane,2019,197,20,1131,1549
Haryana,Soybean,2018,159,24,846,1307
Maharashtra,Sugarcane,2022,220,29,742,2069
Madhya Pradesh,Sugarcane,2015,249,31,1196,3754
Uttar Pradesh,Bajra,2021,116,28,1302,1480
Rajasthan,Soybean,2019,226,34,1422,4069
Tamil Nadu,Bajra,2023,178,22,1575,2221
Tamil Nadu,Sugarcane,2020,234,33,1897,5092
Bihar,Bajra,2016,168,31,639,1535
Karnataka,Bajra,2018,88,25,1536,1536
Tamil Nadu,Wheat,2015,98,33,1672,2417
Tamil Nadu,Rice,2021,166,29,1974,3520
Punjab,Maize,2020,124,26,1071,1487
Maharashtra,Sugarcane,2022,156,23,570,945
Maharashtra,Maize,2019,168,24,1700,2868
Madhya Pradesh,Soybean,2023,178,24,1418,2019
Uttar Pradesh,Rice,2019,85,25,927,836
Tamil Nadu,Rice,2016,208,21,807,1494
Karnataka,Rice,2022,134,26,862,1015
Punjab,Wheat,2015,85,20,788,551
Uttar Pradesh,Bajra,2022,191,28,1932,3352
Maharashtra,Soybean,2022,196,21,643,1132
Rajasthan,Soybean,2017,104,25,1012,879
Maharashtra,Soybean,2016,228,33,657,2257
Gujarat,Rice,2022,239,32,662,1866
Madhya Pradesh,Bajra,2021,72,30,1460,1092
Maharashtra,Sugarcane,2021,93,25,813,863
Madhya Pradesh,Sugarcane,2015,76,22,565,324
Bihar,Soybean,2023,103,28,1821,1862
Bihar,Wheat,2016,210,30,1965,4385
Gujarat,Wheat,2016,176,21,1295,2100
Haryana,Wheat,2019,91,26,1334,1183
Bihar,Maize,2020,218,22,1210,2210
Bihar,Sugarcane,2019,235,28,956,2662
Uttar Pradesh,Soybean,2023,216,34,571,1607
Uttar Pradesh,Sugarcane,2020,192,35,1561,4711
Tamil Nadu,Soybean,2015,149,33,734,1262
Madhya Pradesh,Bajra,2018,215,21,891,1840
Haryana,Soybean,2022,231,26,596,1405
Haryana,Maize,2018,194,26,1302,2617
Karnataka,Soybean,2023,124,23,1554,1535
Haryana,Wheat,2022,181,23,1191,2024
Gujarat,Maize,2020,106,34,1511,1937
Maharashtra,Rice,2015,215,22,1082,2307
Karnataka,Sugarcane,2019,215,34,1066,2741
Maharashtra,Bajra,2017,188,25,521,891
Rajasthan,Wheat,2016,129,21,1393,1362
Tamil Nadu,Maize,2023,87,24,881,869
Haryana,Soybean,2021,181,24,1653,2853
Gujarat,Soybean,2017,248,27,568,1335
Rajasthan,Rice,2015,227,20,1479,2729
Madhya Pradesh,Wheat,2022,147,24,1024,1293
Madhya Pradesh,Sugarcane,2022,117,22,715,600
Punjab,Bajra,2016,144,20,798,930
Gujarat,Sugarcane,2016,159,23,1181,1684
Haryana,Bajra,2020,147,22,1967,2425
Punjab,Soybean,2020,142,22,955,1087
Madhya Pradesh,Bajra,2021,158,20,1232,1692
Bihar,Soybean,2022,160,29,1024,1525
Rajasthan,Maize,2019,118,20,1097,1010
Punjab,Bajra,2019,213,22,1225,2069
Uttar Pradesh,Wheat,2023,113,26,1527,1742
Rajasthan,Maize,2015,73,24,1344,815
Bihar,Bajra,2021,204,32,1561,4721
Gujarat,Soybean,2017,168,22,1206,1749
Bihar,Sugarcane,2017,162,35,941,2472
Madhya Pradesh,Sugarcane,2017,200,29,796,1617
Gujarat,Bajra,2017,186,22,1469,2244
Gujarat,Bajra,2019,188,29,1045,2066
Gujarat,Wheat,2018,115,32,1899,2660
Gujarat,Sugarcane,2021,233,33,1676,4717
Punjab,Bajra,2016,216,33,1082,2897
Gujarat,Bajra,2020,106,20,1339,954
Punjab,Bajra,2019,242,34,765,2160
Madhya Pradesh,Soybean,2021,127,24,1620,2082
Uttar Pradesh,Sugarcane,2015,202,21,1904,3147
Uttar Pradesh,Maize,2018,154,23,1101,1356
Punjab,Rice,2022,177,35,1320,3576
Bihar,Sugarcane,2018,227,22,870,1530
Karnataka,Rice,2015,144,21,1666,1625
Rajasthan,Wheat,2019,239,27,1083,2630
Karnataka,Maize,2018,120,21,1531,1443
Bihar,Rice,2022,242,32,763,2019
Madhya Pradesh,Soybean,2019,95,35,667,1060
Haryana,Soybean,2023,171,22,1807,2862
Haryana,Soybean,2017,236,20,1613,2564
Madhya Pradesh,Wheat,2021,110,33,986,1415
Uttar Pradesh,Bajra,2020,119,31,1293,1548
Haryana,Maize,2023,235,29,1004,3114
Maharashtra,Sugarcane,2018,166,29,1097,2197
Rajasthan,Rice,2015,129,21,1653,2090
Tamil Nadu,Sugarcane,2020,213,26,1353,2874
Tamil Nadu,Bajra,2022,222,25,1249,3177
Tamil Nadu,Soybean,2016,71,32,1390,1350
Uttar Pradesh,Wheat,2020,88,22,694,484
Bihar,Soybean,2019,129,22,1491,1921
Maharashtra,Rice,2015,197,26,972,1817
Haryana,Maize,2015,237,25,506,1189
Tamil Nadu,Soybean,2016,212,32,1798,5720
Maharashtra,Rice,2019,132,31,1078,1915
Uttar Pradesh,Wheat,2022,217,35,548,1416
Bihar,Soybean,2020,197,31,777,2005
Rajasthan,Rice,2018,121,20,719,605
Tamil Nadu,Bajra,2023,157,31,1641,3749
Karnataka,Rice,2020,249,28,1024,2595
Punjab,Maize,2017,109,34,809,1390
Maharashtra,Soybean,2017,157,26,1799,2740
Maharashtra,Maize,2016,113,24,982,1265
Haryana,Soybean,2022,73,34,661,640
Gujarat,Bajra,2020,163,29,1037,1938
Haryana,Sugarcane,2017,100,31,1248,1532
Bihar,Wheat,2021,126,31,1521,2428
Maharashtra,Sugarcane,2020,162,21,1016,1475
Tamil Nadu,Soybean,2023,233,27,765,2302
Madhya Pradesh,Sugarcane,2022,93,27,952,1107
Madhya Pradesh,Sugarcane,2017,209,23,1092,2410
Madhya Pradesh,Rice,2018,136,25,1783,2039
Gujarat,Rice,2016,178,27,1114,2285
Gujarat,Soybean,2020,230,23,554,1137
Gujarat,Rice,2019,223,27,1056,2176
Maharashtra,Maize,2017,143,23,1949,2947
Madhya Pradesh,Soybean,2018,159,30,1616,2656
Madhya Pradesh,Soybean,2016,165,31,502,907
Gujarat,Rice,2017,226,25,708,1721
Karnataka,Sugarcane,2021,93,26,1333,1136
Bihar,Rice,2016,193,28,1501,3721
Gujarat,Maize,2015,167,33,717,1878
Madhya Pradesh,Maize,2018,196,32,1087,2970
Punjab,Sugarcane,2017,247,30,799,1942
Gujarat,Wheat,2018,115,34,598,874
Uttar Pradesh,Maize,2022,225,24,638,1336
Tamil Nadu,Soybean,2017,224,31,990,2204
Bihar,Wheat,2020,132,29,1896,2753
Karnataka,Bajra,2022,136,28,661,1052
Gujarat,Rice,2023,160,33,747,1554
Karnataka,Sugarcane,2019,121,25,1908,2183
Tamil Nadu,Bajra,2015,249,23,1590,3430
Maharashtra,Maize,2016,95,29,1879,2305
Haryana,Soybean,2018,209,24,549,1216
Bihar,Maize,2016,203,22,1103,1605
Rajasthan,Rice,2022,176,32,1519,4064
Maharashtra,Maize,2021,85,32,948,835
Uttar Pradesh,Sugarcane,2017,231,25,788,1749
Tamil Nadu,Bajra,2016,201,31,1918,3844
Tamil Nadu,Soybean,2018,132,29,1372,2164
Punjab,Rice,2020,217,30,1657,3604
Haryana,Soybean,2020,150,26,1568,2244
Karnataka,Wheat,2016,232,23,866,1641
Punjab,Rice,2021,158,30,742,1669
Madhya Pradesh,Rice,2015,102,25,1129,1323
Gujarat,Maize,2019,200,22,614,1199
Karnataka,Sugarcane,2023,240,27,600,1368
Uttar Pradesh,Bajra,2022,220,31,1935,5220
Uttar Pradesh,Rice,2023,142,23,992,1519
Tamil Nadu,Rice,2018,104,32,1131,1712
Karnataka,Soybean,2020,97,28,1436,1653
Gujarat,Maize,2016,87,35,1523,1762
Madhya Pradesh,Bajra,2021,100,28,584,629
Bihar,Rice,2023,105,29,1268,1339
Bihar,Wheat,2015,107,35,747,1326
Punjab,Sugarcane,2015,91,29,780,893
Tamil Nadu,Bajra,2017,212,24,1390,3317
Madhya Pradesh,Maize,2019,225,33,1979,4863
Tamil Nadu,Maize,2016,89,33,511,680
Gujarat,Maize,2020,250,24,877,2311
Tamil Nadu,Maize,2021,112,25,678,743
Tamil Nadu,Sugarcane,2023,125,29,1625,1977
Haryana,Soybean,2022,90,28,1969,2294
Haryana,Maize,2018,238,29,922,2675
Uttar Pradesh,Wheat,2023,99,35,1159,1439
Karnataka,Wheat,2016,99,34,535,734
Uttar Pradesh,Wheat,2018,221,29,900,1908
Uttar Pradesh,Rice,2022,115,34,991,1445
Gujarat,Sugarcane,2016,130,30,1150,1855
Haryana,Rice,2017,149,25,1442,1927
Rajasthan,Bajra,2020,150,28,1076,2164
